CATE_real,CATE_estimado,cubre
-2.5837694893597,-5.6453653350676,0
3.89033235900876,5.31266037367888,0
9.13435069789395,8.92520763449786,1
4.08338996033126,5.31266037367888,1
2.47959299398894,1.01488448834596,0
5.61225940299577,4.71491065451938,1
9.50960628148147,7.38471001515499,0
4.90509084615183,2.55317269298992,0
9.32331376107903,8.92349292150734,1
-1.27316649077848,0.736966110146478,1
9.49631653261518,9.19327329042104,1
1.96746396820982,0.527347543631273,0
-2.271557733042,-2.04749434377449,1
7.93870791830383,7.57301790679429,1
1.80762966792872,1.64120687194142,1
7.56428375692977,6.62109194761542,1
1.66107497532798,1.49906521186747,1
5.32276309572235,5.19909137804089,1
3.34003653835666,2.01415308774177,1
1.99715660635036,0.640916539269261,1
3.39713806543532,0.0636675422953696,0
2.76811875010661,4.71193131603174,0
3.65971506475149,4.71319594152886,0
3.2380768145424,-0.0989748399641782,0
3.81172537868985,3.19797049283383,1
1.84575502710983,3.19797049283383,0
6.49575575259318,5.31266037367888,1
4.85074060780146,4.95451455502684,1
6.89633162553606,5.71417925391519,0
8.27220569034954,6.62109194761542,0
9.62588879220985,7.7799645414042,0
8.04105404455188,7.07030441990351,1
-0.0659054624350404,0.315384396135966,1
6.41287513320964,5.35476924061708,1
0.815147169218175,-3.73918404197156,0
6.27920320875657,5.31266037367888,1
1.81708609281343,-1.83692543910794,0
3.64700324387149,1.96813412240089,0
0.950493299942094,0.527347543631273,1
5.63897631751325,5.19909137804089,1
3.72416154048456,3.59978670071211,1
8.91775115440245,8.89382386971435,1
4.55695887695799,3.40292096128976,1
9.824761309363,9.4066966241568,1
7.71439162722112,6.62109194761542,0
4.29695972986344,4.7113525352263,1
-1.67626083881202,-1.55646339219864,1
4.54407597658879,3.66703202130006,1
1.7494160439221,2.09223445449995,1
2.36994188172807,1.96984883539141,1
2.37750445930029,3.40292096128976,1
4.66343325589763,4.31182982114397,1
8.81968632396834,8.92520763449786,1
2.28582100679674,1.28823108044471,1
1.78852509605913,0.835488784895658,1
6.91235639759554,6.62109194761542,1
9.77992941844183,9.16691925930694,1
7.20745449651973,8.68516252211392,0
6.18000179660211,5.50723261930527,1
8.48639313045879,6.62109194761542,0
8.13550513765387,6.7754231097248,0
8.86579154913565,6.62609167610538,0
5.81077052817368,3.66531730830954,0
6.9830260106969,4.7113525352263,0
5.21436725469311,5.64342251851647,1
8.43410982746061,6.77713782271532,0
6.34302779285573,3.36061287509338,0
9.19881051663283,8.68687723510444,1
6.1849357486711,4.5501602205374,1
2.12520726644263,-0.222007693264804,1
9.93834146621825,7.7799645414042,0
4.9066342671677,1.96984883539141,0
6.56803890225062,5.07980230594872,1
-0.695941398819194,-2.34842000226959,1
2.59056383080601,0.0288728931297332,0
4.33985836219915,3.59749320691616,1
6.37084910187936,6.6193772346249,1
0.752746514454417,3.23987476516807,0
-2.687277765066,0.542393864520081,0
8.33265049306589,8.37873599384005,1
-0.0437385524786169,0.0349215654510582,1
5.01587575351003,3.19797049283383,0
-5.12774354447832,-2.44225554165315,0
8.44185340225901,7.50320706492333,1
6.29676765816936,2.01415308774177,0
4.67005489481087,5.50723261930527,1
10.2168256882215,7.26167550108689,0
6.16150041674999,4.24201897927301,1
7.70958119652321,6.85942234700884,1
8.79825608622167,8.92349292150734,1
-3.86777419869485,-3.76041942064275,1
7.02495639109435,5.46870624877878,0
2.33332831313841,1.94466097784017,1
2.44802493032499,2.93358740533647,1
-3.9139823073285,-5.62373559680945,1
7.8253872241739,5.71417925391519,0
5.71579232520206,3.36061287509338,0
3.62694246972249,2.221565689232,0
3.06521155710957,2.91935106845148,1
0.451052675098968,-2.32323214471836,0
2.72650683952669,3.33542501754214,1
6.3457245084786,4.31182982114397,0
3.05813228552336,2.40209040875486,1
9.26650635939804,8.37873599384005,1
9.64677696364886,8.8916087482825,1
-3.82153853273192,-5.34683088541762,1
5.68185279825709,5.71417925391519,1
5.04855020610002,4.7113525352263,1
1.76489998607642,-0.637258783977688,0
-7.53124087058527,-6.96708733335028,1
-0.652457852569338,-3.73918404197156,0
7.09491737159256,7.58539229577781,1
3.6271035374475,4.70837319673866,0
5.76356463051813,5.31266037367888,1
8.86387442174625,6.62853533272404,0
5.22326461147582,4.95465372346911,1
6.10724311579825,6.46728186846042,1
7.25968655913065,5.66327849440518,0
4.93690740044267,3.40292096128976,0
5.69281520731912,2.81987117478753,0
4.00524391638003,-0.102532959257258,0
8.53824320014458,7.30863481929694,0
8.94103106307709,8.89382386971435,1
5.51690800189692,4.31182982114397,1
2.88153361184953,3.28935196565177,1
5.25798919878372,3.28935196565177,0
8.65960880778844,7.13054853918208,0
4.33067237699273,1.81958084211537,1
5.84491705052776,6.31168608085391,1
1.15860796828272,2.91420299341084,1
9.43037899147842,9.1963338266711,1
8.15604643227573,9.19974998954688,1
7.65987282340625,2.26778320618137,0
-5.00888729206222,-4.46806183074963,1
-3.54730952731771,-3.00893798813813,1
-5.89231844488546,-6.14950185774616,1
-0.357078852690869,2.91420299341084,0
-2.82266827411692,0.659603128163566,0
6.24408949107522,4.98486508073348,1
9.86931402885127,9.40328046128101,1
-2.93830004716192,2.90896883168879,0
2.97900907674932,2.90770420619166,1
8.56663726414247,7.29001057715777,1
-6.70088248316036,-4.24241928536678,1
3.7658178851368,2.8492689513735,1
7.78671992500155,9.16044256018109,1
-6.22548827597485,-1.79426005259255,0
-1.19839757940976,-2.81539468104768,1
7.83555976148438,9.16691925930694,1
7.47090708100242,4.95338003086175,0
-8.82189695120552,-6.18098690761788,1
-0.536335511162209,-0.465656837934422,1
8.51154967232063,9.20082948084017,1
6.717026368573,4.98486508073348,1
8.98848104903939,9.40524965870036,1
2.93979658177287,-0.0402142947929542,0
0.306272172477565,2.60570439025802,1
-6.50948731895933,-6.14950185774616,1
8.64669084441802,8.85536185516677,1
9.76912974676394,9.4066966241568,1
6.84472738364095,4.94850323102814,1
-4.30595867516521,-1.89278272734173,1
1.71402114850009,2.5742193403863,1
1.82022129041482,1.64752292452407,1
-3.15364597062936,-1.79426005259255,1
-12.02359956599,-9.37707606766086,1
7.12570485392137,5.71417925391519,0
8.44388151444264,7.7799645414042,1
10.1607429894025,9.40183349582458,1
7.68666515488427,6.7754231097248,1
1.84156881754346,2.921065781442,1
2.25389689752881,4.53425032557195,0
-4.71606501747034,0.06010942300229,0
-9.20119489621684,0.542393864520081,0
0.542252833206083,4.34094270544268,0
2.83175948811364,3.28808734015465,1
9.2972021546444,9.1963338266711,1
-0.663509272430987,4.43266711457271,0
9.19103761790574,9.19974998954688,1
5.33987320042859,4.5429583361777,1
4.12273965843402,6.7758731972182,0
-4.57493191660821,-1.24832215093425,0
-2.89621446588852,0.628311401613649,0
-1.64918447112942,2.33341258981229,0
7.06189222235444,7.7799645414042,1
2.91454621159678,5.51960700828879,0
2.98626392771652,2.64501163536844,1
-2.36134814671596,0.736966110146478,0
-5.07098284077941,-1.74935425371148,0
-2.55319039055133,2.03168057897123,0
4.9505674856322,5.50723261930527,1
-2.82134384968993,4.03153683868117,0
5.9781838326429,7.3784456611679,1
6.37895071303557,7.57175328129717,1
3.61330468721395,5.66327849440518,0
3.23590413121864,5.50723261930527,0
8.15521322843603,7.57301790679429,1
4.01917830702843,7.57301790679429,0
-0.215676464894685,4.71008790972918,0
-0.350416876675137,2.35860044736352,0
3.6771566683038,5.50596799380815,0
-2.26377435165757,4.02847630243111,0
-1.57641142669046,2.12466961359839,0
-0.379765958436803,0.547848265816877,1
9.68622926540642,9.40301252694611,1
4.81996986998666,5.71417925391519,1
-2.08307263742743,3.63706891450825,0
5.32670433482779,6.61982732211829,0
-0.356992131877821,1.28823108044471,0
10.0021931835168,9.16350309643115,1
8.90848679473646,8.88854821203244,1
9.35595022788094,7.7799645414042,0
9.67107236645154,7.7799645414042,0
7.45382858837373,7.56995737054423,1
5.93976094993696,4.53425032557195,1
9.96530874172631,9.1963338266711,1
8.4752185749596,9.16691925930694,1
7.31298109241728,5.19909137804089,0
8.44934916562478,7.37538512491783,1
2.38477239687783,4.71455946549934,0
1.49549384734383,1.93315790422205,1
-3.72570993310058,-3.55611486996329,1
6.65422633061421,7.57301790679429,1
4.57481384365407,1.1058370309532,0
8.04715372664331,5.7455630186987,0
6.60959831600389,7.57301790679429,1
-1.7439863811413,-1.24832215093425,1
6.98960043955783,7.3784456611679,1
1.47742794076454,1.80720645313186,1
-6.06499589081633,-1.84846004842975,0
4.66360826130849,5.05132251678551,1
5.58681903591917,5.50723261930527,1
6.68316130379843,7.3784456611679,1
3.4477745169911,4.33967807994555,1
6.10470844150917,2.55317269298992,0
5.02165970547088,5.50723261930527,1
2.58145975379202,3.00339824720743,1
0.305575769273823,-2.34373286690397,0
7.039762641037,7.57301790679429,1
-5.59897551342555,0.539333328270018,0
2.14762975566209,1.6095736712554,1
10.037315266443,9.09513922001663,1
8.01089390064077,7.26487666552991,1
8.75471504492511,7.7799645414042,1
10.4851488968378,9.16350309643115,1
10.0762869499724,9.17318361329403,1
6.78909093855056,6.61676678586823,1
4.84569437698647,1.1058370309532,0
4.38803827180701,4.6100263260031,1
5.18178316499242,5.46870624877878,1
9.17157552708899,7.81134830618772,1
3.28745160609344,2.21969635926334,1
10.3504962628127,9.19953764440813,1
4.70125363902295,3.94238171920291,1
6.60825571441574,4.92150610010925,1
6.1789437698296,2.01415308774177,0
3.18165308041693,0.835488784895658,0
5.49147380509052,5.50723261930527,1
6.72674694789657,5.31892472766597,1
3.8803477501891,4.33967807994555,1
8.71912194558822,7.77869991590708,1
9.24474060845319,7.7799645414042,0
6.93673389731643,6.54830176725682,1
3.31805368853742,0.333953598144056,0
6.89597126254248,4.86243481946136,0
5.1774825907724,2.22625282459763,0
5.6164760448824,4.53551495106908,1
9.00365636604971,7.3784456611679,0
7.34696406313097,6.31168608085391,1
4.99077096716817,2.12773014984845,0
5.94026281936056,6.7754231097248,1
7.0168488716483,5.71291462841806,0
9.39141705639609,7.3784456611679,0
7.74842211018671,5.50723261930527,0
4.37132847135231,2.88982925156944,0
7.40754563573581,5.24284953180792,0
4.98135362115749,3.19797049283383,0
7.39574482666669,5.50596799380815,0
7.81067230832122,7.06903979440639,1
5.60939210365415,1.80720645313186,0
10.6071877378702,9.40777611545008,1
8.98122285586574,9.16665128074148,1
9.184817494895,7.81134830618772,0
9.96118640645283,8.92349292150734,1
8.84117588389439,6.77713782271532,0
5.98700471047421,5.7455630186987,1
7.76220830760883,7.61677606056132,1
6.58837719753499,6.77713782271532,1
7.33588532596411,8.68534463104185,0
7.81657288976321,7.25717984691782,1
6.43160560369536,6.61784463056232,1
7.14955568746702,7.57274992822884,1
2.02277381622735,2.2198435941743,1
6.27923858237596,5.7455630186987,1
4.97648112280113,3.43630089222726,0
1.13294006923315,1.9328899256566,1
8.75964758501193,8.92349292150734,1
4.51261637599219,3.28808734015465,0
7.27926278619071,6.62082396904996,1
1.54766667231186,3.76013558917571,0
10.4934268908135,9.2039776651505,1
6.15653522058762,7.37817768260244,1
4.029215233349,5.50696464073982,0
5.27012422177065,5.5509907730723,1
8.75173382368657,9.1632351178657,1
-3.26763191777528,1.42568560515303,0
-2.0572754500081,1.01132636905289,0
8.14642633292096,5.7455630186987,0
2.06017494608382,0.835220806330201,1
6.01894551780236,8.68489454354846,0
5.4882724913073,4.91062759113662,1
9.38084053420767,8.68660925653898,1
3.06210833134249,3.73494773162448,1
3.19914722479342,3.33344232598617,1
5.63644916680625,6.82632386923481,1
4.668866690257,5.51960700828879,1
-0.410752719067267,0.527079565065816,1
1.30378877669239,3.23960678660262,0
4.72972547778661,5.64441916544813,1
5.88495537072542,5.50696464073982,1
5.66822813692492,3.28808734015465,0
0.453045566815675,2.40037569576434,0
6.37570672919623,6.46899658145094,1
5.60425408712169,5.64315453995101,1
3.73903313859617,4.31156184257851,1
3.63928979873987,6.61478409431226,0
5.35268960704982,3.59749320691616,0
-3.31444336856342,1.9328899256566,0
9.97282273248244,9.40524965870036,1
1.43866238945961,1.94439299927472,1
0.786102290701841,0.911264785326803,1
7.2324933943028,5.40477338715368,0
9.49158338903924,7.25717984691782,0
7.00259474672936,6.46899658145094,1
7.1680710150926,6.62082396904996,1
1.97663602976787,1.85055745989116,1
2.17507587060626,-0.635762903966798,0
-6.54092015628888,-3.83328755992057,1
2.22576499183801,3.64012945075831,1
-3.49243913872594,-4.67251865075885,1
3.62491742725387,1.1058370309532,0
7.28401018114558,6.77713782271532,1
3.97626791436018,3.66531730830954,1
6.52838582439605,6.31141810228845,1
6.45953232671262,5.5509907730723,1
-8.81954377956425,-3.84473457796415,0
1.32944274979279,5.00298652835191,0
5.9310521177362,6.82803858222533,1
-1.32436088390462,0.142441888767721,0
6.62740403969464,6.8564430085212,1
7.32328564618825,7.57274992822884,1
3.59231503451486,1.94439299927472,0
8.02799070495462,8.68489454354846,1
9.6814727572762,8.68660925653898,1
0.356897357196335,0.0349215654510582,1
4.53932692278254,4.53524697250362,1
3.23590395779905,3.33515703897669,1
3.4447571666663,4.70837319673866,0
7.50005290405161,5.71417925391519,0
7.31796028731923,7.30863481929694,1
6.01312391473483,4.31156184257851,0
8.34143395561005,7.57274992822884,1
-3.6940655941594,0.542125885954624,0
6.44533196007844,5.71417925391519,1
5.25821775254079,3.40292096128976,0
10.5408431596417,8.68660925653898,0
7.78654231649448,7.37817768260244,1
4.26287116677673,3.59749320691616,1
9.86754666697219,9.16350309643115,1
7.64659352418071,6.85770763401833,1
6.345799310919,5.50723261930527,1
9.13768044056973,7.57301790679429,0
0.400306910136671,-2.54523433779046,0
3.81318583762828,3.24172864660086,1
8.69902673286077,7.57301790679429,1
5.54754118739927,6.61811260912777,0
6.53552361595948,5.30959983742881,1
4.2400638840151,4.03837790087191,1
1.68130784829765,3.6460829810903,1
9.7423600827256,9.19974998954688,1
5.79536225834423,6.85464709776826,1
2.76243198618886,1.96984883539141,1
0.395155362258226,0.911264785326803,1
6.05381877180097,1.96984883539141,0
3.35406588227853,3.64012945075831,1
6.97495349455895,6.03219828312084,1
5.04744640236478,4.40321129396192,1
2.87143527237799,1.94466097784017,1
-0.469157673263465,-2.33467916276194,0
0.656383976941168,-0.60524644614804,1
3.97744999177611,4.61129095150022,1
1.00887539211085,1.44915874971374,1
9.85665376488942,9.19974998954688,1
-3.28652676418315,-4.26960643270229,1
-7.03925825538569,-1.27351000848548,0
6.05208779114361,5.31266037367888,1
5.61132374654713,5.07353795196163,1
9.83825086355224,8.69260590722254,1
6.87734362412903,5.5509907730723,1
1.57620938285699,0.917039492596571,1
4.75430932976816,4.40321129396192,1
6.60270700467882,5.50723261930527,1
1.08305852207643,-0.40112438639303,1
5.71593162982682,4.24201897927301,1
6.96103044441837,5.50723261930527,0
2.82838657971113,3.40292096128976,1
1.87652340721547,5.31266037367888,0
3.64826108329026,3.36061287509338,1
8.87794125241325,7.28659441428199,0
9.33799565719872,7.7799645414042,0
4.95930646540053,5.2114657670244,1
5.62755336966767,3.36061287509338,0
4.91757144102824,4.71008790972918,1
4.09626203581578,2.52798483543869,0
-0.547778052107677,0.736966110146478,1
5.14029735750817,6.62109194761542,0
10.1264868207306,9.16350309643115,1
1.06959220071598,1.62501666295767,1
10.3580536002232,9.40183349582458,1
5.85454820286925,4.64141009078661,1
6.33179335873618,5.91845789993963,1
7.87225087039058,7.58539229577781,1
6.19877061237444,4.7113525352263,0
6.58505100325715,5.7455630186987,1
8.4591170142682,7.58539229577781,1
3.54901427955855,3.05247163382899,1
2.91935068941311,3.09477972002538,1
5.34700168612038,3.28808734015465,0
0.685762066795313,-0.165699352496664,1
8.78779231937918,7.29001057715777,0
-5.88051429154322,-5.66037047240426,1
6.4079122812642,3.12801241605191,0
5.91402706367212,4.70963782223578,0
6.59936721031991,5.94984166472315,1
7.50141616564393,6.31168608085391,1
4.60293745777465,3.24172864660086,1
