"BART.error_ate","BART.gelman","BART.prop_effSize","BART.rmse_cate_train","BART.rmse_cate_test","BART.coverage_cate_train","BART.coverage_cate_test","BART.tam_medio_ic_cate_train","BART.tam_medio_ic_cate_test","BART.tiempo(s)","BCF.error_ate","BCF.prop_effSize","BCF.autocorr","BCF.tam_medio_ic_cate_train","BCF.tam_medio_ic_cate_test","BCF.rmse_cate_train","BCF.rmse_cate_test","BCF.coverage_cate_train","BCF.coverage_cate_test","BCF.tiempo(s)","CF.error_ate","CF.tam_medio_ic_cate_train","CF.tam_medio_ic_cate_test","CF.rmse_cate_train","CF.rmse_cate_test","CF.coverage_cate_train","CF.coverage_cate_test","CF.tiempo(s)"
0.241212641076494,1.00463356862606,0.883299662711811,0.244164826540172,0.246654491074509,1,1,0.923080665886007,0.932874225233901,11.6200000000026,0.193691482224686,0.0115752927555324,0.881977319372027,0.664951478289239,0.654344150083096,0.194029650047506,0.194795582041561,1,1,6.54000000000087,0.137797311685526,0.749881406574371,0.742191319395033,0.178583132080525,0.177051016420326,0.945054945054945,0.965174129353234,5.65999999999985
0.167860869488565,1.00437946151661,0.873660901035759,0.171294691838392,0.177094215781407,1,1,0.877152693511563,0.881808645044197,11.6699999999983,0.120834749913707,0.0133721077164752,0.848399059675229,0.608424582351193,0.604549101315871,0.121202612218759,0.123381971243482,1,1,6.5,0.0686130171728521,0.692475309519322,0.695540477899059,0.115672797972236,0.109185487482132,0.974358974358974,0.970149253731343,5.14000000000306
0.0350907316369566,1.0063790187404,0.625148790223294,0.0978942558807976,0.0998938123562483,1,1,1.12873228027784,1.14495037250836,11.2900000000009,0.0841575638600487,0.0418326441537131,0.713574629398762,0.859099963095728,0.852639943561572,0.111849026481539,0.108383556728443,1,1,6.31000000000131,0.0992106298887183,0.714587992618649,0.721138129689944,0.194481568963743,0.188585058028738,0.897435897435897,0.890547263681592,5.25
0.186931574203582,1.00790549652247,0.634417632047217,0.218327822181401,0.195031620720668,1,1,1.10211722917168,1.10484699676507,10.2000000000007,0.116369891366185,0.0245144616924635,0.812653979102239,0.973342515768565,0.941747153326165,0.158642595435019,0.130764265781406,1,1,6.19000000000233,0.0866607383944089,0.798096231421036,0.818274570406184,0.164293444537996,0.140419502938123,0.97985347985348,0.990049751243781,5.5
0.206947414518683,1.00470309089284,0.823914625321751,0.219832740086354,0.237561601795841,1,1,1.02746470926135,1.07293429343008,8.79000000000087,0.155098018598633,0.0137815519417686,0.878586092962181,0.871855266978771,0.962607711499403,0.169791646402784,0.190273535750989,1,1,6.27999999999884,0.129776775884251,0.804006442381942,0.820430789324155,0.202658487516665,0.213382656005037,0.957875457875458,0.970149253731343,5.11000000000058
0.0871537784067167,1.00471487312948,0.761348007114399,0.118383373192653,0.116702164248172,1,1,0.991628440962734,1.00122371494171,8.41999999999825,0.124637074431604,0.0109467309691377,0.859378035609322,0.654727852547988,0.662991654675828,0.12565265525584,0.126688306404444,1,1,6.38999999999942,0.154118920367373,0.701061463585752,0.706244863876841,0.193287700584636,0.184618179196918,0.904761904761905,0.925373134328358,4.14999999999782
0.14644729653394,1.00662997602123,0.606569816123035,0.172252443570434,0.176316101734897,1,1,1.14534335619348,1.16509395488876,9.92000000000189,0.0899434336689664,0.0306269853180364,0.761950807233218,0.845039132152513,0.851505567709557,0.0971903121119891,0.0962050006652688,1,1,6.63999999999942,0.0634458758319538,0.861125884579818,0.859208473030091,0.177785698895443,0.174263438282818,0.961538461538462,0.965174129353234,4.29999999999927
0.115130351261338,1.00643094277537,0.715740744249415,0.140367619655511,0.138896118231844,1,1,1.01273606475924,1.01841069541421,8.84000000000015,0.0266500306876685,0.0106755247506417,0.86963256575451,0.71199687418572,0.703007463874918,0.0319471922628393,0.0306450301887534,1,1,6.61000000000058,0.0229236311051322,0.721759456804675,0.689772207315665,0.131213068231621,0.12528676312508,0.983516483516483,0.985074626865672,4.88999999999942
0.238768861008533,1.0051238752442,0.816227486021616,0.242527548006426,0.242076561468653,1,1,0.896643776850651,0.905931733773742,7.75,0.187052902359101,0.0421286310557175,0.701530333721963,0.731968563221876,0.735592713184139,0.187342506767584,0.187202025296034,1,1,7.47999999999956,0.136932218996048,0.733606355711709,0.732550780351326,0.185174017959956,0.166849812507656,0.928571428571429,0.90547263681592,4.47000000000116
0.0884490612055933,1.0071997826115,0.675566911922273,0.159366526040941,0.158582890688734,1,1,1.1486552161794,1.18340678377775,10.6800000000003,0.0999294183919641,0.0196046439675153,0.812615636470433,0.80515847300708,0.891374389371676,0.12140604396077,0.119133517333843,1,1,6.47999999999956,0.125071333013214,0.737708848583198,0.736454158907322,0.188592975267758,0.176795187270208,0.946886446886447,0.940298507462687,4.44000000000233
0.274916078201449,1.00498409301661,0.75388872736085,0.293617461063919,0.296770791789459,1,1,1.12622972284712,1.14588664510455,9.43000000000029,0.236172152243085,0.0336947145999378,0.748988158983168,0.932650751655289,0.968256767929827,0.243388131733023,0.24786072628852,1,1,6.69000000000233,0.162737869290749,0.800390909270092,0.775587240334667,0.242636704670886,0.240870131881181,0.860805860805861,0.855721393034826,4.63000000000102
0.191995645343785,1.00565526566428,0.929722437259467,0.198311733077815,0.205074584202174,1,1,1.02595307484504,1.03472794957658,7.61000000000058,0.143265911840045,0.0104326700057485,0.871385942685712,0.756762205648777,0.740101885907064,0.143662994317795,0.144584763164338,1,1,7.95999999999913,0.114038794815509,0.790207592501411,0.818995159854373,0.183170047165742,0.178761166210573,0.926739926739927,0.930348258706468,3.75
0.0624938808110072,1.00873919532176,0.628798097590612,0.0800600953188673,0.0779956513258115,1,1,0.931128667355603,0.935487211514546,11.7700000000004,0.110670817868682,0.00816452447235358,0.921541175179358,0.716723855973895,0.691123257368554,0.114541600389929,0.116191124621785,1,1,6.38999999999942,0.126528654526685,0.714160982219956,0.724791180267302,0.162180735834028,0.147487758290531,0.952380952380952,0.975124378109453,3.10000000000218
0.157361762947177,1.01229203206888,0.550173085659444,0.182976354847987,0.172927380280962,1,1,1.10009675279594,1.09923208862766,8.89000000000306,0.124430576029651,0.0197861483487189,0.770751763369836,0.854158913468846,0.857580032976399,0.129752334557582,0.125538316587344,1,1,7.33000000000175,0.0900449734178674,0.758457471963532,0.751198263860637,0.167218602694571,0.150096495577317,0.937728937728938,0.970149253731343,4.86000000000058
