"BART.error_ate","BART.gelman","BART.prop_effSize","BART.rmse_cate_train","BART.rmse_cate_test","BART.coverage_cate_train","BART.coverage_cate_test","BART.tam_medio_ic_cate_train","BART.tam_medio_ic_cate_test","BART.tiempo(s)","BCF.error_ate","BCF.prop_effSize","BCF.autocorr","BCF.tam_medio_ic_cate_train","BCF.tam_medio_ic_cate_test","BCF.rmse_cate_train","BCF.rmse_cate_test","BCF.coverage_cate_train","BCF.coverage_cate_test","BCF.tiempo(s)","CF.error_ate","CF.tam_medio_ic_cate_train","CF.tam_medio_ic_cate_test","CF.rmse_cate_train","CF.rmse_cate_test","CF.coverage_cate_train","CF.coverage_cate_test","CF.tiempo(s)"
0.00291243147668663,1.16498394990172,0.108243018383793,1.76941908041227,1.63071016117754,0.769230769230769,0.835820895522388,3.56421714875553,3.78025889876554,9.76000000000204,0.0979442243716955,0.0395370712569494,0.794551526456557,3.64916269226388,3.94245607227984,2.21745470767041,2.03684128729161,0.620879120879121,0.651741293532338,6.26000000000204,0.1581523262803,1.94074423845634,1.8982275737811,2.46611718906708,2.28564888067181,0.291208791208791,0.308457711442786,4.82999999999811
0.0550981945446249,1.24754780177117,0.107335023045759,1.53931303394678,1.51160036844026,0.851648351648352,0.880597014925373,3.94684986843336,4.09016857608077,8.95000000000073,0.137371147672317,0.0539192050764852,0.810919296112827,3.26726059953989,3.47557120499708,2.16048512167317,1.83491937172356,0.608058608058608,0.651741293532338,6.41999999999825,0.137254731049629,2.00950620950482,2.02273052423168,2.39808410453325,2.24063079600104,0.307692307692308,0.328358208955224,4.79000000000087
0.221316060180182,1.19841697935775,0.123544843746977,1.80773732231186,1.72506344900593,0.716117216117216,0.741293532338308,3.33064112072711,3.52391721157395,8.97000000000116,0.392330164128906,0.0291205416800605,0.856451952848874,3.73823070403346,3.80801938281185,2.41594005545802,2.30037665627318,0.624542124542125,0.651741293532338,6.25,0.00813122039702474,1.94032378455299,1.92225042553186,2.41726337856598,2.25334956880572,0.307692307692308,0.298507462686567,4.38999999999942
0.0407821315237431,1.22123850430545,0.106088052439978,1.73859791390737,1.69076355357696,0.78021978021978,0.82089552238806,3.66276819103974,3.76063909137096,10.1100000000006,0.00150667129943427,0.0496537515575504,0.774565937675393,4.54136969463841,4.64652342756338,2.65351075124535,2.64134508710945,0.639194139194139,0.666666666666667,6.5,0.137938798843142,1.89601674796694,1.82163957211975,2.41739744768593,2.26546335668128,0.307692307692308,0.26865671641791,5.05999999999767
0.0814330642192602,1.20456386454752,0.107157081581663,1.58520241296155,1.66423114908085,0.838827838827839,0.81592039800995,4.02763396034888,4.25001881115391,9.30999999999767,0.140690985525171,0.0441925183004273,0.785697684664752,3.3834652451084,3.45335787917226,2.20697646556093,2.28007749967295,0.624542124542125,0.582089552238806,6.06000000000131,0.179614086105786,2.046844502725,2.07672210945021,2.40898125060789,2.29582556730886,0.320512820512821,0.313432835820896,4.88000000000102
0.402967072183734,1.25359179958827,0.111123704722437,1.70760704351049,1.56714922621901,0.842490842490842,0.850746268656716,3.93380746208721,4.1519367586935,8.70999999999913,0.359622484310884,0.0378052443613874,0.817038661204723,4.71913934115472,4.65935930735918,2.37761039530632,2.30409174514949,0.741758241758242,0.791044776119403,6.5,0.0807449943719352,2.09607805164243,2.15468120917528,2.31803627613398,2.15937917205759,0.377289377289377,0.402985074626866,4.2400000000016
0.0234562460622492,1.21690545549682,0.111349895282698,1.65652873860822,1.63269443393673,0.807692307692308,0.805970149253731,3.80694238431436,4.04483663138622,10.1599999999999,0.659194025000954,0.0243739232037206,0.859917884197144,3.90600463190996,3.98217004418633,2.88997593610711,2.85558879785216,0.490842490842491,0.472636815920398,6.34000000000015,0.126070888049646,2.17468807952926,2.180844892074,2.38765584461575,2.25138228056743,0.324175824175824,0.358208955223881,3.88999999999942
0.0635449793618728,1.16783844688087,0.12028231467867,1.71445074396627,1.69338417749147,0.822344322344322,0.82089552238806,3.78674918710695,3.9562766780998,9.82999999999811,0.0265973566645399,0.0294873433664722,0.846131921830937,4.3958386006675,4.67454776906571,2.27731616354973,2.2969574285178,0.716117216117216,0.681592039800995,6.25,0.0782920831219682,1.84783726215009,1.8352636090068,2.45116872296809,2.32114713433461,0.274725274725275,0.248756218905473,6.38999999999942
0.0291103993722328,1.20739295101302,0.120827132012306,1.50376785085404,1.4637248907767,0.858974358974359,0.90547263681592,3.91339455616485,4.09738397568351,8.28000000000247,0.338837988633417,0.0370984095833841,0.834567995054481,4.67643187511507,4.83610362002294,2.09052908055515,2.1660574587906,0.723443223443223,0.666666666666667,8.72000000000116,0.185524785570193,2.08479805670872,2.01630613150482,2.34585004856447,2.20349141241584,0.351648351648352,0.343283582089552,3.97999999999956
0.363349855480842,1.24600168878119,0.1068851839633,1.74771946858159,1.57723973262773,0.82967032967033,0.875621890547264,3.97718647898253,4.27713084854102,11.9799999999996,0.0494105799171152,0.0472154848943391,0.802213255399136,3.40271614637208,3.60950938599747,2.39872116402832,2.34517294804611,0.571428571428571,0.611940298507463,6.09999999999854,0.0686051486322121,2.03786460432345,1.91904052377474,2.44067590877679,2.29358602894015,0.322344322344322,0.298507462686567,3.86000000000058
0.0139859939124927,1.35157110181337,0.109879178077019,1.81196745535123,1.78192148640889,0.789377289377289,0.791044776119403,3.95541562043275,4.15310934229689,9.56000000000131,0.0798123357362446,0.0258056889971295,0.861682137846654,3.27146900773983,3.21959957596865,2.34078252011389,2.30283214727772,0.545787545787546,0.582089552238806,6.55999999999767,0.213663561564865,1.89604934095996,1.93678032807603,2.49025154509637,2.3555218115818,0.283882783882784,0.26865671641791,4.62000000000262
0.0689424811898673,1.23720423729056,0.101018057297749,1.55984924568,1.48930315950671,0.882783882783883,0.925373134328358,4.47739930266349,4.81520770557156,8.04999999999927,0.009500275428866,0.0411512316449334,0.792293434835859,4.3172891959589,4.45642982391316,2.0521900960336,1.96836751366405,0.706959706959707,0.781094527363184,7.90000000000146,0.225632830968618,2.01899020029464,1.95454782791777,2.38857091092662,2.25189839285226,0.315018315018315,0.283582089552239,3.52000000000044
0.264760788551711,1.37433588922352,0.107557543179878,1.71655123599976,1.66848406539217,0.831501831501832,0.850746268656716,3.76596712772569,4.01483493557838,12.0799999999981,0.0755942385532604,0.0445229230590956,0.778377095199467,4.41577164926854,4.61772861890596,2.43889117119773,2.45421968969897,0.675824175824176,0.691542288557214,6.81000000000131,0.0781349875307615,2.00409717149728,1.92994640934363,2.44235610346867,2.28732942008354,0.353479853479854,0.328358208955224,2.88000000000102
0.0980062328820877,1.21978406509132,0.113964511379914,1.68983273174104,1.62427227030893,0.796703296703297,0.845771144278607,3.77847908562287,4.0340633742286,9.42000000000189,0.158062291857469,0.0471821553773046,0.799109600613131,4.01619958412194,4.04699636861242,2.16945677008099,2.12319638304148,0.675824175824176,0.686567164179104,7.75,0.13575056762881,2.07587990532139,2.07148582183624,2.35794800659848,2.17758224881428,0.358974358974359,0.36318407960199,4.5099999999984
0.100602132846457,1.20602813345337,0.116447754188891,1.59401406827594,1.51900018797943,0.82051282051282,0.830845771144279,3.71307397785064,3.98224279937256,7.92000000000189,0.1107780709536,0.0510151987219867,0.78367092118056,2.66172915195235,2.67119624629408,2.17719235027257,2.05614111814209,0.512820512820513,0.487562189054726,9.63999999999942,0.0486866616824089,2.00467970675181,2.05295855693462,2.40040804599753,2.24303471689068,0.340659340659341,0.333333333333333,3.86000000000058
0.191220314334127,1.31734748562894,0.12185056626403,1.63754874597939,1.61946195195012,0.82051282051282,0.860696517412935,3.99624678926841,4.35650126213796,10.8099999999977,0.337665223780063,0.0508429520251519,0.77846033957353,4.55664063489425,5.04052178786791,2.34743371815342,2.3480942945827,0.663003663003663,0.611940298507463,6.61000000000058,0.376689362464156,1.7137690386568,1.76035007448897,2.47595839173424,2.3470833118561,0.232600732600733,0.223880597014925,3.08000000000175
0.311661611122348,1.31911818856653,0.111271110479609,1.80141413841759,1.81055503345458,0.827838827838828,0.805970149253731,3.81636842263223,4.07087765157917,9.54999999999927,0.41298798283578,0.058689475065187,0.776207218122902,3.91844648469079,4.1147354174173,2.32763165791209,2.38881633574472,0.683150183150183,0.671641791044776,9.54999999999927,0.0760466665794679,1.99404044417187,1.97677753157343,2.4466725401713,2.30986716128943,0.342490842490842,0.303482587064677,4.40999999999985
